市場,証券コード,銘柄名,業種,株価,配当利回り(%),売上高スコア,営業利益率スコア,EPSスコア,営業CFスコア,一株配当スコア,配当性向スコア,自己資本比率スコア,現金等スコア,総合スコア
東証PRM,5262,日本ヒューム(株),ガラス・土石製品,1172,2.05,9,-2,9,-9,19,11,20,3,60
東証STD,7638,(株)ＮＥＷ　ＡＲＴ　ＨＯＬＤＩＮＧＳ,小売業,1358,5.89,15,32,3,-7,7,0,6,3,59
東証PRM,9743,(株)丹青社,サービス業,1427,5.61,12,8,6,-10,16,6,15,6,59
東証PRM,9076,セイノーホールディングス(株),陸運業,2442.5,4.18,21,-42,9,15,15,7,19,15,59
東証GRT,4308,(株)Ｊストリーム,情報・通信,357,3.92,15,-6,3,-3,4,13,24,9,59
東証STD,5533,(株)エリッツホールディングス,不動産業,1956,3.58,9,28,3,0,3,0,7,9,59
東証PRM,3968,セグエグループ(株),情報・通信,535,3.36,21,6,9,-7,15,6,0,9,59
東証STD,7065,ユーピーアール(株),サービス業,1061,3.3,15,4,3,12,17,8,-3,3,59
東証PRM,4109,ステラ　ケミファ(株),化学,5700,3.16,3,-2,-3,9,15,5,17,15,59
東証PRM,9902,(株)日伝,卸売業,2545,2.75,9,2,9,3,15,9,21,-9,59
東証STD,9423,(株)ＦＲＳ,情報・通信,104,2.69,21,6,3,-8,18,8,8,3,59
東証PRM,2201,森永製菓(株),食料品,2649.5,2.45,21,6,3,-2,21,-1,14,-3,59
東証PRM,6136,ＯＳＧ,機械,3428,2.45,9,24,-9,-3,3,7,19,9,59
東証GRT,4428,(株)シノプス,情報・通信,703,2.42,15,6,9,-2,6,1,21,3,59
東証PRM,4053,(株)Ｓｕｎ　Ａｓｔｅｒｉｓｋ,情報・通信,430,2.33,21,-2,3,9,0,5,14,9,59
東証PRM,6560,(株)エル・ティー・エス,サービス業,1721,2.32,21,10,10,-7,3,-2,9,15,59
東証PRM,6849,日本光電,電気機器,1431.5,2.24,21,-2,-9,-8,5,17,20,15,59
東証PRM,9409,(株)テレビ朝日ホールディングス,情報・通信,3230,2.17,9,-6,3,9,7,19,21,-3,59
東証STD,6928,(株)エノモト,電気機器,3620,2.07,9,2,3,3,17,2,20,3,59
東証PRM,7508,(株)Ｇ－７ホールディングス,小売業,1293,5.41,21,-38,9,3,19,27,8,9,58
東証STD,1972,三晃金属工業(株),建設業,1296,4.94,3,2,3,3,3,7,16,21,58
東証PRM,1878,大東建託(株),不動産業,3544,4.6,15,6,21,3,21,5,-10,-3,58
東証PRM,9997,(株)ベルーナ,小売業,891,4.26,9,-2,3,-3,17,15,10,9,58
東証PRM,7744,ノーリツ鋼機(株),精密機器,2044,3.67,15,6,-2,-8,13,11,14,9,58
東証GRT,7378,(株)アシロ,サービス業,1830,3.55,21,4,-6,1,9,1,13,15,58
東証PRM,7516,コーナン商事(株),小売業,3995,3.5,15,2,15,-3,21,15,-10,3,58
東証PRM,4996,クミアイ化学工業(株),化学,755,3.18,21,6,-3,-17,7,13,16,15,58
東証PRM,4694,(株)ビー・エム・エル,サービス業,3825,3.14,9,-6,3,15,7,7,20,3,58
東証PRM,3676,(株)デジタルハーツホールディングス,情報・通信,833,3,21,-10,3,3,17,3,0,21,58
東証STD,5922,那須電機鉄工(株),金属製品,19320,2.85,3,36,-8,-8,15,12,11,-3,58
東証PRM,8316,(株)三井住友フィナンシャルグループ,銀行業,5546,2.83,9,0,9,-1,19,17,-10,15,58
東証STD,3421,(株)稲葉製作所,金属製品,1683,2.61,9,2,3,-3,15,3,20,9,58
東証STD,3974,ＳＣＡＴ(株),情報・通信,578,2.42,3,-2,3,-3,15,9,18,15,58
東証PRM,5423,東京製鐵(株),鉄鋼,1657,2.41,3,-6,-3,9,17,9,20,9,58
東証STD,6145,ＮＩＴＴＯＫＵ(株),機械,2569,2.41,15,2,-3,-3,9,9,20,9,58
東証PRM,1721,コムシスホールディングス(株),建設業,5826,2.06,15,2,3,-9,21,3,20,3,58
東証STD,7927,ムトー精工(株),化学,1950,5.18,9,10,4,3,3,8,11,9,57
東証PRM,8877,エスリード(株),不動産業,5580,4.3,21,40,21,-56,19,13,8,-9,57
東証STD,1847,(株)イチケン,建設業,2746,4.19,15,2,3,10,17,5,2,3,57
東証STD,6485,前澤給装工業(株),機械,1507,3.98,3,2,9,-2,11,1,30,3,57
東証PRM,1419,タマホーム(株),建設業,3630,3.44,9,6,10,-2,21,6,-8,15,57
東証STD,3355,クリヤマホールディングス(株),卸売業,1812,3.37,15,-2,3,-8,21,13,12,3,57
東証STD,5921,川岸工業(株),金属製品,4185,3.35,3,2,3,-7,13,5,29,9,57
東証STD,3089,テクノアルファ(株),卸売業,1055,3.32,9,10,5,-12,15,8,19,3,57
東証STD,6505,東洋電機製造(株),電気機器,2351,3.19,9,6,10,-8,7,14,10,9,57
東証PRM,8255,アクシアル　リテイリング(株),小売業,1003,2.89,21,-42,9,9,17,13,15,15,57
東証STD,2820,(株)やまみ,食料品,3865,2.12,21,-10,9,-3,17,13,13,-3,57
東証STD,5965,(株)フジマック,金属製品,1249,4.8,3,2,9,9,15,5,10,3,56
東証STD,3934,(株)ベネフィットジャパン,情報・通信,2040,4.17,9,-2,15,-6,9,10,18,3,56
東証PRM,9755,応用地質(株),サービス業,2734,4.02,3,6,9,-1,15,-5,26,3,56
東証PRM,5930,文化シヤッター(株),金属製品,1855,3.99,21,-6,3,-3,15,7,10,9,56
東証STD,5697,(株)サンユウ,鉄鋼,662,3.78,15,2,3,3,3,11,10,9,56
東証PRM,7085,(株)カーブスホールディングス,サービス業,831,3.61,9,6,9,15,13,1,-3,6,56
東証STD,2932,(株)ＳＴＩフードホールディングス,食料品,1113,3.59,15,2,7,3,7,14,2,6,56
東証STD,3981,(株)ビーグリー,情報・通信,1267,3.55,9,2,3,3,9,4,5,21,56
東証STD,5368,日本インシュレーション(株),ガラス・土石製品,1145,3.49,-3,-2,3,3,13,10,14,18,56
東証STD,1770,藤田エンジニアリング(株),建設業,1773,3.38,3,2,9,-8,17,13,11,9,56
東証STD,3521,テルマー湯ホールディングス(株),サービス業,155,3.23,9,14,5,-12,0,0,19,21,56
東証STD,7208,(株)カネミツ,輸送用機器,1148,3.18,9,2,-3,-3,21,1,20,9,56
東証PRM,6013,(株)タクマ,機械,2818,3.09,21,2,3,-11,21,13,10,-3,56
東証PRM,4027,テイカ(株),化学,1964,3.05,9,-2,3,3,17,9,20,-3,56
東証STD,2795,日本プリメックス(株),卸売業,892,2.8,15,-2,3,-3,9,11,20,3,56
東証PRM,3407,旭化成(株),化学,1536.5,2.6,9,-2,-2,-3,15,8,10,21,56
東証PRM,8088,岩谷産業(株),卸売業,1876,2.51,3,-2,15,9,19,9,0,3,56
東証PRM,2229,カルビー(株),食料品,2904.5,2.27,9,-6,3,3,17,13,20,-3,56
東証PRM,1951,エクシオグループ(株),建設業,2986,2.21,15,2,3,3,21,1,14,-3,56
東証PRM,5757,(株)ＣＫサンエツ,非鉄金属,4290,2.1,3,2,9,-2,15,13,13,3,56
東証PRM,9381,(株)エーアイテイー,倉庫・運輸関連業,2260,4.87,15,-6,3,3,13,1,17,9,55
東証STD,5936,東洋シヤッター(株),金属製品,905,4.42,9,-2,9,4,17,9,0,9,55
東証PRM,7482,(株)シモジマ,卸売業,1293,4.18,9,-2,-3,3,13,3,29,3,55
東証PRM,4552,ＪＣＲファーマ(株),医薬品,544,3.68,9,2,-2,-1,9,14,15,9,55
東証PRM,3482,ロードスターキャピタル(株),不動産業,2991,3.28,21,28,15,-47,18,9,-10,21,55
東証STD,2612,かどや製油(株),食料品,1567,2.87,15,-2,3,-3,-1,15,25,3,55
東証GRT,6224,(株)ＪＲＣ,機械,1293,2.63,12,28,7,3,7,-2,-6,6,55
東証STD,5589,(株)オートサーバー,情報・通信,2670,2.51,12,0,3,9,11,4,10,6,55
東証PRM,4680,(株)ラウンドワン,サービス業,865.5,2.08,21,4,3,4,13,1,0,9,55
東証PRM,5192,三ツ星ベルト(株),ゴム製品,4005,4.64,9,-2,3,9,7,-7,20,15,54
東証PRM,7202,いすゞ自動車(株),輸送用機器,2154,4.27,9,2,3,3,17,7,10,3,54
東証STD,2498,(株)オリエンタルコンサルタンツホールディングス,サービス業,3105,4.03,15,14,15,-17,21,7,-10,9,54
東証STD,4198,(株)テンダ,情報・通信,554,3.97,15,0,4,6,15,8,9,-3,54
東証STD,7551,(株)ウェッズ,輸送用機器,701,3.85,3,-2,-3,9,-9,21,20,15,54
東証PRM,4042,東ソー(株),化学,2635,3.8,3,2,3,-8,15,13,17,9,54
東証PRM,6287,(株)サトー,機械,2150,3.53,21,2,-8,3,19,-2,10,9,54
東証PRM,4665,(株)ダスキン,サービス業,3933,2.92,3,2,3,3,17,-3,20,9,54
東証PRM,3865,北越コーポレーション(株),パルプ・紙,922,2.82,9,-2,-3,3,5,15,12,15,54
東証PRM,6651,日東工業(株),電気機器,4855,2.72,15,-2,3,3,1,5,20,9,54
東証PRM,6250,(株)やまびこ,機械,4070,2.7,9,2,3,-14,13,19,13,9,54
東証STD,6023,ダイハツインフィニアース(株),輸送用機器,3395,2.03,15,-2,3,9,13,9,10,-3,54
東証STD,9856,(株)ケーユーホールディングス,小売業,1147,5.06,21,-6,3,-8,7,13,20,3,53
東証STD,6382,トリニティ工業(株),機械,1293,4.72,3,6,3,-19,3,23,19,15,53
東証STD,6540,(株)船場,サービス業,1654,4.72,3,2,3,-7,15,13,15,9,53
東証STD,7192,日本モーゲージサービス(株),その他金融業,673,4.46,3,28,3,-11,12,13,-10,15,53
東証PRM,8935,(株)ＦＪネクストホールディングス,不動産業,1484,4.45,21,-6,9,-11,19,5,19,-3,53
東証PRM,2109,ＤＭ三井製糖(株),食料品,3255,3.99,15,2,-3,-9,11,15,13,9,53
東証PRM,9434,ソフトバンク(株),情報・通信,220.4,3.9,21,32,9,9,3,-14,-10,3,53
東証STD,7523,アールビバン(株),小売業,1603,3.74,15,32,-2,-11,9,-3,10,3,53
東証PRM,1813,(株)不動テトラ,建設業,3080,3.73,9,6,9,-12,7,21,10,3,53
東証STD,6230,ＳＡＮＥＩ(株),機械,2132,3.52,15,-2,3,-3,19,8,7,6,53
東証PRM,6247,(株)日阪製作所,機械,1618,3.4,15,6,-3,-13,9,15,27,-3,53
東証STD,5018,(株)ＭＯＲＥＳＣＯ,石油・石炭製品,1744,3.15,15,-2,-3,3,13,7,11,9,53
東証STD,2883,(株)大冷,食料品,1981,3.03,-3,2,-2,4,9,20,20,3,53
東証STD,4317,(株)レイ,サービス業,507,2.96,-3,2,9,3,7,13,13,9,53
東証STD,6482,ＹＵＳＨＩＮ(株),機械,683,2.93,9,-6,-3,-14,5,25,28,9,53
東証STD,2876,(株)デルソーレ,食料品,448,2.68,9,2,-2,3,9,12,11,9,53
東証STD,5997,協立エアテック(株),金属製品,809,2.47,9,2,9,3,7,9,11,3,53
東証STD,3001,片倉工業(株),繊維製品,2552,2.35,-9,10,15,-2,19,9,8,3,53
東証STD,6648,(株)かわでん,電気機器,2562,2.26,9,-6,-3,-2,13,13,20,9,53
東証PRM,6080,Ｍ＆Ａキャピタルパートナーズ(株),サービス業,3400,2.01,0,-8,3,9,4,4,26,15,53
東証PRM,4725,(株)ＣＡＣ　Ｈｏｌｄｉｎｇｓ,情報・通信,1804,5.54,3,-6,15,-8,15,9,15,9,52
東証STD,7932,(株)ニッピ,その他製品,11750,5.39,9,2,3,3,11,1,8,15,52
東証PRM,4521,科研製薬(株),医薬品,4030,4.71,-15,28,3,-9,11,-1,26,9,52
東証STD,6360,(株)東京自働機械製作所,機械,4050,3.95,9,10,15,-11,15,11,0,3,52
東証STD,8023,ＤＡＩＫＯ　ＸＴＥＣＨ(株),情報・通信,918,3.92,15,10,-3,-8,18,11,-6,15,52
東証PRM,7943,ニチハ(株),ガラス・土石製品,3250,3.51,15,-6,-3,3,11,5,18,9,52
東証PRM,6294,オカダアイヨン(株),機械,2191,3.42,15,-2,3,-17,21,13,10,9,52
東証PRM,9543,静岡ガス(株),電気・ガス業,1358,3.24,-3,2,-3,-2,21,9,19,9,52
東証STD,6083,ＥＲＩホールディングス(株),サービス業,4255,2.59,9,28,3,-9,5,7,6,3,52
東証PRM,8283,(株)ＰＡＬＴＡＣ,卸売業,4659,2.58,21,-38,15,-9,21,11,10,21,52
東証STD,9145,(株)ビーイングホールディングス,陸運業,597,2.51,21,6,10,3,14,5,-7,0,52
東証PRM,9413,(株)テレビ東京ホールディングス,情報・通信,3995,2.5,9,-6,-3,-9,9,17,20,15,52
東証STD,9828,(株)Ｇｅｎｋｉ　Ｇｌｏｂａｌ　Ｄｉｎｉｎｇ　Ｃｏｎｃｅｐｔｓ,小売業,2827,2.48,21,6,3,3,1,13,-4,9,52
東証PRM,7609,ダイトロン(株),卸売業,3840,2.47,15,2,3,-13,15,15,6,9,52
東証PRM,1802,(株)大林組,建設業,3679,2.36,21,6,3,3,17,7,-8,3,52
東証STD,9361,伏木海陸運送(株),倉庫・運輸関連業,2290,2.18,3,2,15,9,9,7,4,3,52
東証PRM,1982,日比谷総合設備(株),建設業,3105,2.09,3,-2,15,-7,19,-5,20,9,52
東証STD,4644,イマジニア(株),情報・通信,1007,5.96,9,-6,3,-14,11,9,30,9,51
東証STD,3562,(株)Ｎｏ．１,卸売業,1611,4.9,15,6,3,3,12,7,2,3,51
東証STD,4174,(株)アピリッツ,情報・通信,628,4.62,18,2,0,3,6,1,15,6,51
東証PRM,6905,コーセル(株),電気機器,1314,4.19,9,2,-2,-8,9,8,30,3,51
東証PRM,9216,ビーウィズ(株),サービス業,1841,4.18,12,-2,6,-3,12,6,8,12,51
東証PRM,4547,キッセイ薬品工業(株),医薬品,4370,3.66,9,2,-3,-6,21,1,30,-3,51
東証PRM,3232,三重交通グループホールディングス(株),不動産業,527,3.42,15,10,15,-8,21,11,-10,-3,51
東証STD,3947,ダイナパック(株),パルプ・紙,2360,3.39,15,-38,4,9,15,14,11,21,51
東証STD,7565,萬世電機(株),卸売業,6000,3.33,3,2,9,-2,17,7,12,3,51
東証PRM,7606,(株)ユナイテッドアローズ,小売業,2477,3.31,15,6,3,-8,17,11,10,-3,51
東証PRM,4092,日本化学工業(株),化学,3770,3.18,9,2,3,3,9,11,11,3,51
東証PRM,409A,オリオンビール(株),食料品,1260,3.17,15,6,3,3,10,0,14,0,51
東証STD,3020,アプライド(株),小売業,3875,3.1,9,6,9,-2,7,5,2,15,51
東証STD,7081,コーユーレンティア(株),サービス業,1286,2.88,15,0,3,6,6,7,5,9,51
東証PRM,8306,(株)三菱ＵＦＪフィナンシャル・グループ,銀行業,2806.5,2.64,21,0,9,-2,19,5,-10,9,51
東証PRM,9830,トラスコ中山(株),卸売業,2236,2.62,15,-6,-3,3,3,9,21,9,51
東証STD,1965,(株)テクノ菱和,建設業,6720,2.53,9,6,9,-29,19,17,17,3,51
東証PRM,6814,古野電気(株),電気機器,6890,2.32,15,2,-3,-2,3,17,10,9,51
東証PRM,5122,オカモト(株),ゴム製品,5600,2.14,9,-6,-9,3,9,9,15,21,51
東証GRT,7343,ブロードマインド(株),保険業,1210,5.37,21,-4,-3,0,13,2,18,3,50
東証PRM,7856,萩原工業(株),その他製品,1652,4.54,9,-2,3,-9,19,7,20,3,50
東証STD,3242,(株)アーバネットコーポレーション,不動産業,544,4.04,15,6,15,-33,15,27,-10,15,50
東証STD,8046,丸藤シートパイル(株),卸売業,911,3.95,3,-26,21,-3,11,13,16,15,50
東証PRM,2462,ライク(株),サービス業,1581,3.8,21,-2,-3,3,7,21,-6,9,50
東証STD,2311,(株)エプコ,サービス業,845,3.79,21,2,9,-8,11,-15,27,3,50
東証PRM,9837,モリト(株),卸売業,1911,3.77,15,-6,9,3,9,-9,20,9,50
東証STD,7636,(株)ハンズマン,小売業,801,3.75,9,-2,3,3,13,7,20,-3,50
東証STD,7134,(株)アップガレージグループ,小売業,1096,3.33,18,2,6,-3,6,6,9,6,50
東証STD,5282,ジオスター(株),ガラス・土石製品,401,2.99,9,2,-3,-2,1,17,17,9,50
東証STD,6342,(株)太平製作所,機械,2687,2.98,3,6,9,-17,17,9,14,9,50
東証STD,4284,(株)ソルクシーズ,情報・通信,472,2.97,9,-6,9,-1,15,7,14,3,50
東証STD,5941,(株)中西製作所,金属製品,2503,2.88,15,-2,-3,-2,9,13,17,3,50
東証STD,7444,ハリマ共和物産(株),卸売業,1990,2.76,21,-34,3,3,19,9,20,9,50
東証PRM,9513,Ｊ－ＰＯＷＥＲ,電気・ガス業,3790,2.64,9,2,3,3,13,15,-10,15,50
東証STD,6090,ヒューマン・メタボローム・テクノロジーズ(株),サービス業,688,2.62,21,36,-22,-23,4,1,24,9,50
東証STD,4735,(株)京進,サービス業,324,2.41,21,-4,-1,9,9,11,-10,15,50
東証PRM,4536,参天製薬(株),医薬品,1617.5,2.35,15,2,-8,-3,15,6,20,3,50
東証GRT,2438,(株)アスカネット,サービス業,338,2.07,21,-6,-8,-3,3,10,30,3,50
東証STD,5576,(株)オービーシステム,情報・通信,2782,4.49,15,2,3,0,11,0,15,3,49
東証PRM,9991,ジェコス(株),卸売業,1590,4.09,15,-6,3,-3,15,11,11,3,49
東証PRM,8511,日本証券金融(株),その他金融業,2189,3.93,15,32,9,-12,13,-7,-10,9,49
東証PRM,4008,住友精化(株),化学,1209,3.64,9,-2,3,3,7,9,17,3,49
東証STD,7217,(株)テイン,輸送用機器,439,3.64,3,-2,3,9,7,11,15,3,49
東証STD,5078,(株)セレコーポレーション,建設業,4900,3.27,6,6,6,-19,14,9,15,12,49
東証PRM,3843,フリービット(株),情報・通信,1405,2.92,21,2,-18,9,13,3,-8,27,49
東証GRT,2173,(株)博展,サービス業,929,2.91,18,4,1,2,16,7,-5,6,49
東証STD,3583,オーベクス(株),繊維製品,1291,2.71,3,24,-9,3,1,11,13,3,49
東証PRM,1968,太平電業(株),建設業,2953,2.37,3,2,9,-23,15,17,17,9,49
東証STD,5906,エムケー精工(株),金属製品,774,2.33,9,2,3,3,7,5,11,9,49
東証PRM,5331,ノリタケ(株),ガラス・土石製品,3555,2.25,3,-2,3,-8,15,17,18,3,49
東証PRM,1812,鹿島,建設業,6141,2.15,21,-2,9,-8,19,13,-6,3,49
東証PRM,8584,(株)ジャックス,その他金融業,4055,4.93,21,28,9,-53,13,25,-10,15,48
東証PRM,6902,(株)デンソー,輸送用機器,1919,3.86,15,2,9,-3,17,-6,17,-3,48
東証STD,3177,(株)ありがとうサービス,小売業,3505,3.85,9,2,3,9,11,11,6,-3,48
東証PRM,7447,ナガイレーベン(株),卸売業,1631,3.68,3,20,-3,3,11,-7,30,-9,48
東証STD,1799,第一建設工業(株),建設業,3810,3.41,3,-2,3,-1,17,1,30,-3,48
東証PRM,9534,北海道ガス(株),電気・ガス業,801,3.37,3,6,15,-3,17,13,-6,3,48
東証STD,2588,(株)プレミアムウォーターホールディングス,食料品,3295,3.34,15,6,-12,15,9,-2,-10,27,48
東証PRM,6571,キュービーネットホールディングス(株),サービス業,1362,2.94,15,-2,3,9,12,-2,-2,15,48
東証STD,3892,(株)岡山製紙,パルプ・紙,1719,2.91,15,-2,-3,-7,17,-1,20,9,48
東証PRM,7347,(株)マーキュリアホールディングス,証券業,783,2.81,3,28,-3,-5,7,-2,14,6,48
東証STD,7196,(株)Ｃａｓａ,その他金融業,745,2.68,18,0,6,-6,10,5,9,6,48
東証PRM,9069,センコーグループホールディングス(株),陸運業,1869,2.68,21,-42,15,21,15,25,-10,3,48
東証STD,4829,日本エンタープライズ(株),情報・通信,114,2.63,-3,6,3,-3,5,-5,30,15,48
東証PRM,1979,(株)大気社,建設業,3605,2.61,-3,10,9,-13,21,17,10,-3,48
東証STD,3675,(株)クロス・マーケティンググループ,情報・通信,613,2.45,15,-2,-7,3,17,7,0,15,48
東証PRM,7867,(株)タカラトミー,その他製品,2630,2.43,9,6,4,-3,17,4,8,3,48
東証STD,8772,(株)アサックス,その他金融業,831,2.41,3,36,15,-33,9,5,10,3,48
東証STD,5983,イワブチ(株),金属製品,13580,2.21,9,-6,-3,-3,11,11,26,3,48
東証PRM,6807,日本航空電子工業(株),電気機器,2402,2.08,-3,-6,3,9,17,13,18,-3,48
東証PRM,6103,オークマ(株),機械,5010,2,3,2,3,-9,17,15,20,-3,48
東証PRM,7226,極東開発工業(株),輸送用機器,2681,5.22,15,-2,-3,-7,19,-3,19,9,47
東証STD,6675,サクサ(株),電気機器,2171,4.68,3,2,3,-14,15,15,14,9,47
東証STD,7367,(株)セルム,サービス業,323,4.64,12,30,0,0,6,-9,5,3,47
東証GRT,3970,(株)イノベーション,情報・通信,897,4.46,15,-2,-3,-1,7,-2,18,15,47
東証PRM,4526,理研ビタミン(株),食料品,2699,4.08,3,2,-2,-3,19,10,15,3,47
東証PRM,8410,(株)セブン銀行,銀行業,271.4,4.05,21,0,3,-2,13,7,-10,15,47
東証STD,8029,(株)ルックホールディングス,繊維製品,2561,3.9,0,0,-9,9,13,9,16,9,47
東証STD,7841,(株)遠藤製作所,その他製品,1093,3.66,3,-6,-13,3,11,11,29,9,47
東証PRM,9201,日本航空(株),空運業,2625.5,3.66,9,-2,-2,-1,4,16,2,21,47
東証STD,7673,ダイコー通産(株),卸売業,1914,3.29,3,-4,9,-5,17,22,8,-3,47
東証STD,4404,ミヨシ油脂(株),食料品,2133,3.28,3,-2,4,-8,15,10,10,15,47
東証PRM,7972,(株)イトーキ,その他製品,2893,3.11,15,2,-1,-2,13,13,10,-3,47
東証STD,7354,(株)ダイレクトマーケティングミックス,サービス業,308,3.08,3,6,7,15,3,0,1,12,47
東証STD,6538,(株)ディスラプターズ,サービス業,237,2.95,9,2,-2,-2,5,4,22,9,47
東証STD,3768,リスクモンスター(株),情報・通信,563,2.84,9,2,-2,-3,19,2,29,-9,47
東証PRM,2587,サントリービバレッジ＆フード(株),食料品,4434,2.71,15,-6,3,-3,13,12,10,3,47
東証PRM,9948,(株)アークス,小売業,3375,2.43,9,-42,-9,9,19,15,19,27,47
東証GRT,7793,(株)イメージ・マジック,その他製品,1692,2.07,15,0,3,12,3,3,2,9,47
東証STD,1844,(株)大盛工業,建設業,561,2.05,9,10,9,-22,13,15,10,3,47
東証PRM,4613,関西ペイント(株),化学,2344,4.69,15,-2,-3,9,17,5,8,-3,46
東証PRM,4611,大日本塗料(株),化学,1260,4.6,-3,-2,9,-3,15,11,10,9,46
東証STD,5285,(株)ヤマックス,ガラス・土石製品,1471,4.49,9,2,3,-3,11,11,-8,21,46
東証PRM,4914,高砂香料工業(株),化学,1180,4.41,15,-6,-3,-3,11,13,10,9,46
東証PRM,9110,ＮＳユナイテッド海運(株),海運業,8010,3.68,3,-2,3,3,7,19,-2,15,46
東証PRM,4617,中国塗料(株),化学,3215,3.45,9,2,-7,5,17,1,10,9,46
東証PRM,7637,白銅(株),卸売業,2442,3.28,9,-2,-3,3,3,23,10,3,46
東証PRM,3950,ザ・パック(株),パルプ・紙,1331,3.16,15,-6,-3,-9,17,15,20,-3,46
東証PRM,9007,小田急電鉄(株),陸運業,1582.5,3.16,15,2,3,9,19,11,-10,-3,46
東証PRM,8037,カメイ(株),卸売業,3345,3.14,15,-42,9,9,21,5,8,21,46
東証PRM,6282,オイレス工業(株),機械,2724,3.12,3,-6,3,-3,11,7,22,9,46
東証PRM,7245,大同メタル工業(株),輸送用機器,909,3.08,15,2,-2,9,11,12,-10,9,46
東証STD,6325,(株)タカキタ,機械,404,2.48,3,-2,3,-8,9,9,23,9,46
東証STD,7131,のむら産業(株),卸売業,3875,2.48,15,4,3,1,6,5,-3,15,46
東証STD,6096,(株)レアジョブ,サービス業,359,2.23,15,6,4,4,3,3,2,9,46
東証GRT,2981,(株)ランディックス,不動産業,2190,2.15,15,-2,15,-17,15,6,8,6,46
東証PRM,7278,(株)エクセディ,輸送用機器,6020,5.81,3,-2,-8,-9,15,6,19,21,45
東証PRM,5445,東京鐵鋼(株),鉄鋼,1855,5.39,9,6,-1,-2,9,7,20,-3,45
東証STD,5187,クリエートメディック(株),精密機器,1149,4.09,15,6,-3,3,13,-7,21,-3,45
東証STD,7058,共栄セキュリティーサービス(株),サービス業,3030,3.96,21,-4,-8,-5,0,6,20,15,45
東証PRM,2676,高千穂交易(株),卸売業,2069,3.62,15,6,3,4,13,-19,20,3,45
東証PRM,3289,東急不動産ホールディングス(株),不動産業,1318.5,3.38,15,-2,9,-8,21,17,-10,3,45
東証PRM,4568,第一三共(株),医薬品,2596,3,9,6,15,-15,13,-1,15,3,45
東証STD,6853,(株)共和電業,電気機器,779,2.7,9,-2,9,-14,11,9,20,3,45
東証STD,6150,タケダ機械(株),機械,3140,2.55,9,2,9,-18,15,9,16,3,45
東証STD,4673,川崎地質(株),サービス業,5270,2.28,15,2,9,-18,9,15,10,3,45
東証PRM,1515,日鉄鉱業(株),鉱業,2515,2.12,9,-10,3,9,7,11,13,3,45
東証PRM,7267,ホンダ,輸送用機器,1269,5.52,9,-6,-3,3,13,3,4,21,44
東証STD,3293,アズマハウス(株),不動産業,771,4.54,9,-2,-3,3,5,25,10,-3,44
東証STD,9686,東洋テック(株),サービス業,1551,4.19,21,-38,15,3,15,1,18,9,44
東証STD,6291,日本エアーテック(株),機械,1320,4.17,15,2,3,-7,11,3,20,-3,44
東証PRM,6183,(株)ベルシステム２４ホールディングス,サービス業,1465,4.1,9,2,3,10,13,12,-8,3,44
東証STD,3386,コスモ・バイオ(株),卸売業,1264,3.96,9,2,-3,-3,3,13,20,3,44
東証PRM,9619,(株)イチネンホールディングス,サービス業,2132,3.75,21,-6,9,3,19,11,-10,-3,44
東証PRM,6995,(株)東海理化,輸送用機器,2964,3.54,3,-2,-2,3,11,0,16,15,44
東証PRM,4272,日本化薬(株),化学,1768,3.39,15,-6,-15,3,11,7,20,9,44
東証PRM,1379,ホクト(株),水産・農林業,1856,2.96,21,2,-2,-3,5,-10,10,21,44
東証PRM,6104,芝浦機械(株),機械,4725,2.96,9,-2,3,-8,11,17,11,3,44
東証PRM,9081,神奈川中央交通(株),陸運業,3255,2.76,9,-2,3,3,15,11,-10,15,44
東証PRM,6516,山洋電気(株),電気機器,7440,2.28,-9,-2,-3,3,13,9,18,15,44
東証GRT,2986,(株)ＬＡホールディングス,不動産業,8950,5.81,9,28,3,-28,9,13,-6,15,43
東証PRM,9990,(株)サックスバー　ホールディングス,小売業,736,4.76,3,-2,-8,-2,13,16,20,3,43
東証STD,6625,ＪＡＬＣＯホールディングス(株),不動産業,384,4.69,9,36,9,-17,7,0,-4,3,43
東証GRT,296A,令和アカウンティング・ホールディングス(株),サービス業,767,4.3,9,0,9,6,9,0,7,3,43
東証STD,3023,ラサ商事(株),卸売業,1860,3.87,-15,10,15,-8,19,5,14,3,43
東証STD,2464,(株)Ａｏｂａ－ＢＢＴ,サービス業,340,3.24,21,2,3,-2,9,-3,16,-3,43
東証PRM,4676,(株)フジ・メディア・ホールディングス,情報・通信,3928,3.18,3,-2,-8,9,9,18,11,3,43
東証STD,6378,木村化工機(株),機械,1329,3.09,3,2,3,-12,11,15,6,15,43
東証PRM,5957,日東精工(株),金属製品,780,3.08,15,-10,-3,3,11,17,13,-3,43
東証PRM,4452,花王(株),化学,5947,2.62,3,6,3,-3,21,0,10,3,43
名証,3504,(株)丸八ホールディングス,,1169,2.57,-15,20,-9,3,7,7,21,9,43
